CRE,Cod. INEP,Município,Latitude,Longitude,Idt. Estab,Designação,Denominação,Endereço,Fone,CEP,Cod.Munic.IBGE (7)
17,43109640,Porto Vera Cruz,"-27,78824338","-54,95423371",10964,Esc Est Ens Fun,Roncador,Lin Roncador Sn S/inf,(55) 98448-0495,98985000,4315073
17,43109730,Porto Vera Cruz,"-27,73585165","-54,90136201",10973,Esc Est Ens Med,Tamandaré,R Sao Luiz 075 Prédio,5536139099,98985000,4315073
17,43126359,Santa Rosa,"-27,86947596","-54,46987812",12635,Inst Est Educ,Visconde de Cairú,Av Avenida Julio Fehlauer 301,5535121323,98780310,4317202
17,43126375,Santa Rosa,"-27,85917888","-54,47290613",12637,Esc Est Ed Bas,Santos Dumont,R Rua General Osório 717,(55) 3512-1337,98780600,4317202
17,43126430,Santa Rosa,"-27,85391026","-54,52891555",12643,Esc Est Ens Fun,Ermindo Vier,Rod Rodovia Br-472 Sn,(55) 3513-9090,98783550,4317202
17,43126502,Santa Rosa,"-27,90244411","-54,58156586",12650,Esc Est Ens Med,José Alfredo Nedel,R Jose Alfredo Nedel 310,(55) 3513-3011,98798000,4317202
17,43126510,Santa Rosa,"-27,86226157","-54,43602978",12651,Esc Est Ens Fun,Coronel Bráulio Oliveira,R Rua Jose Meneghetti 75,5535125354,98789124,4317202
17,43126529,Santa Rosa,"-27,86165275","-54,48031439",12652,Esc Est Ens Med,Edmundo Pilz,Av Santa Cruz 1300 S/inf,5535125335,98780821,4317202
17,43126537,Santa Rosa,"-27,86717011","-54,48495984",12653,Esc Est Ens Fun,Fernando Albino da Rosa,R Dr Francisco Timm 599 S/inf,5535121191,98780803,4317202
17,43126545,Santa Rosa,"-27,87364793","-54,48533535",12654,Esc Est Ens Fun,Mercedes Motta,Av Avenida Borges de Medeiros 59,5535121367,98780001,4317202
17,43126553,Santa Rosa,"-27,85737207","-54,46346456",12655,Esc Est Ens Fun,Pedro de Oliveira Flores,R Rua Almirante Barroso 144,5535126032,98787464,4317202
17,43126669,Santa Rosa,"-27,86625015","-54,49201936",12666,Esc Est Ens Med,Pedro Meinerz,R Rua Pirapo 190,5535122385,98781054,4317202
17,43126693,Santa Rosa,"-27,86043896","-54,44062471",12669,Esc Est Ed Bas,Cruzeiro,R Rua Tarquinio de Oliveira 171,5535121556,98789104,4317202
17,43126707,Santa Rosa,"-27,88356314","-54,4839781",12670,Esc Est Ens Fun,Tiradentes,R Rua Cecilia Meireles 40,5535127989,98794160,4317202
17,43126715,Santa Rosa,"-27,83928481","-54,48508501",12671,Esc Est Ens Fun,Timbauva,R Dr Vicente Cardoso 61 S/inf,(55) 3512-3411,98781384,4317202
17,43169341,Santa Rosa,"-27,84527389","-54,42909359",16934,Esc Est Técnica,Fronteira Noroeste,Lin Area Rural Sn,(55) 3512-3043,98797899,4317202
17,43170943,Santa Rosa,"-27,8829611","-54,48878981",17094,Nucl e EJA e Cp,P Freire,R Rua Irma Gilberta 265 S/inf,(55) 3512-1783,98794062,4317202
17,43171737,Santa Rosa,"-27,8801918","-54,49859077",17173,Esc Est Ed Bas,Professor Joaquim José Felizardo,R Rua Ana Terra Sn Prédio,(55) 3512-6636,98796548,4317202
17,43172733,Santa Rosa,"-27,8654948","-54,47090161",17273,Nucl e EJA e Cp,Paulo Freire,Av Avenida Santa Cruz 1300,(55) 3512-5230,98780821,4317202
17,43132227,Santo Cristo,"-27,82176731","-54,6654137",13222,Esc Est Ed Bas,Leopoldo Ost,R Padre Augusto 493,5535411122,98960000,4317905
17,43170030,Santo Cristo,"-27,73816863","-54,73265648",17003,Esc Est Ens Fun,Santa Teresinha,R Juscelino Kubitscheck 386,5535415046,98962000,4317905
17,43170960,Santo Cristo,"-27,82118625","-54,66807887",17096,Nucl e EJA e Cp,Paulo Freire,R Vereador Assmann 767,5535411109,98960000,4317905
17,43157653,São José do Inhacorá,"-27,72617155","-54,13114775",15765,Esc Est Ens Med,Madre Madalena,R Frei Leonardo Braun 220 Prédio,5536160243,98958000,4318499
17,43143091,São Paulo das Missões,"-28,02881627","-54,94032919",14309,Esc Est Ed Bas,Prof Francisco José Damke,R dos Imigrantes 355 Prédio,5535631312,97980000,4319307
17,43067891,Senador Salgado Filho,"-28,02837273","-54,54339246",6789,Esc Est Ens Med,Carlos Gaklik,R Evaldo Kupske 93,5536141124,98895000,4320321
17,43157505,Três de Maio,"-27,64673348","-54,22754659",15750,Esc Est Ens Fun,Progresso,Vl Progresso Sn S/inf,(55) 99902-8544,98910000,4321808
17,43157521,Três de Maio,"-29,63","-53,35",15752,Esc Est Ens Fun,Princesa Isabel,Vl Vila Quaraim Sn S/inf,(55) 99977-2824,98910000,4321808
17,43157661,Três de Maio,"-27,74561772","-54,30443405",15766,Esc Est Ens Fun,Senador Alberto Pasqualini,Av Tres de Maio 235,(99) 99980-9288,98914000,4321808
17,43157734,Três de Maio,"-27,78250247","-54,23989523",15773,Inst Est Educ,Cardeal Pacelli,R Ginasio Pio Xii 85,5535351224,98910000,4321808
17,43157750,Três de Maio,"-27,78271337","-54,22594128",15775,Esc Est Ens Med,Castelo Branco,R Consolata Sn,5535358470,98910000,4321808
17,43170951,Três de Maio,"-27,77999962","-54,23406063",17095,Nucl e EJA e Cp,Paulo Freire,R Santo Angelo 467 Fundos,(55) 3535-3056,98910000,4321808
17,43171311,Três de Maio,"-27,77130914","-54,24256856",17131,Esc Est Ens Fun,Professora Glória Veronese CIEP,R Tavessa Natal 276,5535351874,98910000,4321808
17,43160298,Tucunduva,"-27,65625093","-54,43611871",16029,U Est Ens Fund,Princesa Isabel 6 a 9 Série,R Duque de Caxias 1107 S/inf,5535421068,98930000,4322103
17,43160735,Tucunduva,"-27,66216254","-54,43690583",16073,U Est Ens Fund,David Bortoli 1 a 5 Série,R Duque de Caxias 570 S/inf,(55) 3542-1290,98930000,4322103
17,43160760,Tucunduva,"-27,66233042","-54,44152016",16076,Esc Est Ens Med,Bento Gonçalves,R Perimetral 486 S/inf,5535421399,98930000,4322103
17,43162118,Tuparendi,"-29,63","-53,35",16211,Esc Est Ens Fun,Andréa Parise,R Elisio Cavedon 04 Interior,(55) 3595-1070,98940000,4322301
17,43162282,Tuparendi,"-27,76089833","-54,47614867",16228,Esc Est Ed Bas,Yete,R Sesquicentenario da Independen 132 S/inf,(55) 3543-1276,98940000,4322301
18,43127029,Chuí,"-33,68843651","-53,45294584",12702,Esc Est Ens Med,Marechal Soares de Andréa,Av Samuel Priliac 1165,(53) 3265-1013,96255000,4305439
18,43112811,Rio Grande,"-32,03685238","-52,09408656",11281,Col Estadual,Lemos Júnior,R Benjamin Constant 373,(53) 3232-3996,96200090,4315602
18,43112820,Rio Grande,"-32,04659985","-52,12479335",11282,Esc Técnica Est,Getúlio Vargas,R Rua Dom Bosco Sn,(53) 3232-1219,96211434,4315602
18,43112846,Rio Grande,"-32,05515509","-52,14031548",11284,Esc Est Ens Fun,Marechal Emílio Luiz Mallet,R Amazonas Esq Peru Sn,(53) 3230-1240,96212140,4315602
18,43113419,Rio Grande,"-32,05638658","-52,14624904",11341,Esc Est Ens Fun,Adelaide Alvim,R Rua Pinto Bandeira 267,(53) 3230-2429,96212472,4315602
18,43113427,Rio Grande,"-32,03407978","-52,10808406",11342,Esc Est Ens Fun,Agnella do Nascimento,R Marechal Deodoro 249,(53) 3232-5394,96211480,4315602
18,43113443,Rio Grande,"-29,63","-53,35",11344,Esc Est Ens Med,Alfredo Ferreira Rodrigues,Av Major Assunção 150,(53) 3237-9483,96224080,4315602
18,43113451,Rio Grande,"-32,14214088","-52,10674477",11345,Esc Est Ens Fun,Saldanha da Gama,Av Avenida Principal Sn 4 S Barra,(53) 3234-2160,96204050,4315602
18,43113460,Rio Grande,"-32,03418657","-52,10216857",11346,Esc Est Ens Med,Bibiano de Almeida,R General Canabarro 321,(53) 3232-8919,96200200,4315602
18,43113478,Rio Grande,"-32,04463998","-52,09401436",11347,Esc Est Ens Med,Brigadeiro José da Silva Paes,R Dr Isnard Poester Peixoto 220,(53) 3232-8246,96202480,4315602
18,43113486,Rio Grande,"-32,12730933","-52,13247989",11348,Esc Est Ens Fun,Cel Juvencio Lemos,Av Avenida Dom Pedro Ii Sn,(53) 3232-1104,96201010,4315602
18,43113494,Rio Grande,"-32,00381645","-52,30325595",11349,Esc Est Ens Fun,Dr Pedro Francisco Bertoni,R Area Rural 211,(53) 3231-3944,96220899,4315602
18,43113508,Rio Grande,"-32,04675775","-52,08492972",11350,Esc Est Ens Fun,Ernesto Pedroso,R Borges de Medeiros Sn,(53) 3232-5016,96200450,4315602
18,43113516,Rio Grande,"-32,04288159","-52,09793963",11351,Esc Est Ens Fun,Guarda Marinha Greenhalgh,R Rua Cristovao Jaques 369,(53) 3201-0222,96202670,4315602
18,43113524,Rio Grande,"-32,03685691","-52,0896492",11352,Esc Est Ens Fun,Imperial Marinheiro Marcilio Dias,R Gal Vitorino 67,(53) 3232-3076,96200310,4315602
18,43113532,Rio Grande,"-32,08800486","-52,16235434",11353,Esc Est Ens Fun,Mário Quintana,R Rua Julio Ferreira da Silva Sn,(53) 3230-5438,96203670,4315602
18,43113540,Rio Grande,"-32,07420489","-52,25932759",11354,Esc Est Ens Med,Lilia Neves,R Rua Trajano Lopes 149,(53) 3239-1044,96222164,4315602
18,43113559,Rio Grande,"-32,0345719","-52,11366045",11355,Esc Est Ens Fun,Miguel Couto,R Padre Feijo 187,(53) 3233-2941,96211520,4315602
18,43113567,Rio Grande,"-32,04304054","-52,10922852",11356,Esc Est Ens Fun,Nossa Senhora Medianeira,R Rua Buarque de Macedo 259,(53) 3232-3121,96211233,4315602
18,43113583,Rio Grande,"-32,04555632","-52,11519138",11358,Esc Est Ens Fun,Revocata Heloisa de Mello,Av Domingos de Almeida Sn,(53) 3232-8326,96211580,4315602
18,43113605,Rio Grande,"-32,17765995","-52,16707479",11360,Esc Est Ens Med,Silva Gama,R Itaqui 400,(53) 3236-4747,96205150,4315602
18,43113613,Rio Grande,"-32,0348735","-52,08584301",11361,Esc Est Ens Med,Dr Augusto Duprat,Av Dom Pedro I I 260,(53) 3232-8616,96201010,4315602
18,43113621,Rio Grande,"-32,04705299","-52,12577591",11362,Esc Est Ens Fun,13 de Maio,R Rua Dom Bosco 901,(53) 3232-3476,96211434,4315602
18,43113648,Rio Grande,"-32,04636953","-52,11498784",11364,Esc Ens Medio,Mascarenhas de Moraes,R Rua Domingos de Almeida 659,(53) 3232-6637,96211580,4315602
18,43113664,Rio Grande,"-32,02908547","-52,10613059",11366,Esc Est Ens Fun,Barão de Cerro Largo,Av Comen Vasco Vieira da Fonseca 723,(53) 3232-3090,96200420,4315602
18,43113672,Rio Grande,"-32,03424944","-52,09169221",11367,Inst Est Educ,Juvenal Miller,R Andrade Neves Sn,(53) 3232-3746,96200120,4315602
18,43113788,Rio Grande,"-32,099854","-52,180703",11378,Esc Est Ens Med,Eng Roberto Bastos Tellechea,Av Avenida dos Grandes Lagos 300,(53) 3235-1501,96215010,4315602
18,43113842,Rio Grande,"-32,09306734","-52,1797124",11384,Esc Est Ens Fun,Almirante Tamandaré,Av dos Arquipelagos 111,(53) 3235-1702,96215000,4315602
18,43113850,Rio Grande,"-32,07929582","-52,18408627",11385,Esc Est Ens Med,Prof Carlos Lorea Pinto,R Rua Irmao Fidencio 55,(53) 3235-5507,96214320,4315602
18,43169350,Rio Grande,"-32,03356276","-52,09821534",16935,Nucl e EJA e Cp,Professora Júlia Nahuys Coelho,Av Avenida Presidente Vargas 520,(53) 3231-3660,96202336,4315602
18,43171400,Rio Grande,"-32,06044272","-52,16737755",17140,Esc Est Ens Med,Dr José Mariano de Freitas Beck,R Rua Eduardo Araujo 881,(53) 3230-1612,96213040,4315602
18,43035833,Rio Grande,"-32,08723553","-52,23914924",25688,Nucl e EJA e Cp,Professora Stella da Costa Bessouat,Etr 392 S/n,(53) 3237-4311,96211040,4315602
18,43212816,Rio Grande,"-29,63","-53,35",26160,Esc Est Ind EF,para Mirim,Al Area Rural Sn,,96220899,4315602
18,43126731,Santa Vitória do Palmar,"-33,52369146","-53,36110719",12673,Col Estadual,Santa Vitória do Palmar,R Barao do Rio Branco 1186,(53) 3263-1785,96230000,4317301
18,43127010,Santa Vitória do Palmar,"-33,52234643","-53,36297279",12701,Esc Est Ed Bas,Manoel Vicente do Amaral,Pça Getulio Vargas 1467 Predio,(53) 3263-1903,96230000,4317301
18,43127037,Santa Vitória do Palmar,"-33,53515454","-53,37231371",12703,Esc Est Ens Fun,Wandelina Nunes,R Coronel de Deus 1120,(53) 3263-1826,96230000,4317301
18,43127100,Santa Vitória do Palmar,"-33,52664487","-53,35804168",12710,Esc Est Ens Fun,Professor Abílio Azambuja,R Joao de Oliveira Rodrigues 1697,(53) 3263-2385,96230000,4317301
18,43138403,São José do Norte,"-31,63251087","-51,41730144",13840,Esc Est Ens Med,Capitão Luiz da Silva Ferreira,R Navegantes 135 Bojuru,,96228000,4318507
18,43138438,São José do Norte,"-32,13041456","-52,07696422",13843,Esc Est Ens Med,Silverio da Costa Novo,Trv 3 314,(53) 3238-6127,96225000,4318507
18,43138462,São José do Norte,"-32,01268067","-52,04268255",13846,Esc Est Ens Fun,Marques de Souza,R Mal Floriano 191,5332381404,96225000,4318507
18,43138497,São José do Norte,"-32,01019599","-52,03991487",13849,Inst Est Educ,São José,R Ramiro Barcelos 874,5332381183,96225000,4318507
19,43111467,Quaraí,"-30,37509659","-56,4548456",11146,Inst Estadual,Dr Luiz Pacheco Prates,R Alegrete 204 Prédio,(55) 3423-3297,97560000,4315305
19,43111475,Quaraí,"-30,38714742","-56,45403349",11147,Esc Est Ens Fun,Brasil,Av Artigas 603,(55) 3423-1965,97560000,4315305
19,43111491,Quaraí,"-30,38219222","-56,45536047",11149,Esc Est Ens Med,Dartagnan Tubino,Av Sete de Setembro 1313,(55) 3423-3916,97560000,4315305
19,43111505,Quaraí,"-30,38180715","-56,46220833",11150,Esc Est Ens Fun,de Vila Olimpo,R Dr Robertinho 474,5534231515,97560000,4315305
19,43111548,Quaraí,"-30,37103124","-56,45256963",11154,Esc Est Ens Fun,Dr Roberto Osório Júnior,Av Raul Pilla 555,(55) 3423-1682,97560000,4315305
19,43111564,Quaraí,"-30,38299223","-56,44604047",11156,Inst Est Educ,Professor Diehl,R Coronel Miguel Correa 493,(55) 3423-1171,97560000,4315305
19,43111637,Quaraí,"-30,39558105","-56,44145255",11163,Esc Est Ens Fun,Uruguai,R da Salamanca 358,5534232156,97560000,4315305
19,43171125,Quaraí,"-30,37130218","-56,45081062",17112,Esc Est Ens Fun,Manoel Ignacio Tavares Nunes CIEP Quarai,R Vigario da Cruz Jobim 555,(55) 3423-1735,97560000,4315305
19,43117651,Rosário do Sul,"-30,25056891","-54,91903424",11765,Esc Est Ens Med,Plácido de Castro,R Andradas 2483,5532311359,97590000,4316402
19,43118054,Rosário do Sul,"-30,15479126","-55,05241942",11805,Esc Est Ens Fun,Cel Breier,Etr Ptolomeu de Assis Brasil Sn Cp 22,(55) 99678-8564,97590000,4316402
19,43118089,Rosário do Sul,"-30,2432273","-54,92349342",11808,Esc Est Ens Fun,Professora Emilia da Silva Prates,R Barao do Maua 2880,5532311675,97590000,4316402
19,43118097,Rosário do Sul,"-30,25502985","-54,91612304",11809,Esc Est Ens Fun,Marcal Pacheco,R Bento Martins 2281,(55) 3231-1875,97590000,4316402
19,43118100,Rosário do Sul,"-30,25864555","-54,92294222",11810,Esc Est Ens Fun,Nossa Senhora do Rosário,R Nossa Senhora do Rosario 372,5532314511,97590000,4316402
19,43118119,Rosário do Sul,"-30,25158078","-54,91977612",11811,Esc Est Ens Med,Padre Ângelo Bartelle,R Gen Canabarro 1407,5532311454,97590000,4316402
19,43118127,Rosário do Sul,"-30,25745066","-54,90400381",11812,Esc Est Ens Fun,Independência,R Jose Bonifacio 1510,(55) 3231-4510,97590000,4316402
19,43118135,Rosário do Sul,"-30,24974443","-54,93722487",11813,Inst Est Educ,Deputado Ruy Ramos,Av Raphael Goncalves 1704 Escola,5532312211,97590000,4316402
19,43118232,Rosário do Sul,"-30,26336855","-54,91399236",11823,Esc Est Ens Fun,Padre José de Anchieta,Av Flores da Cunha 644,5532313854,97590000,4316402
19,43171516,Rosário do Sul,"-30,24586182","-54,9399658",17151,Esc Est Ens Med,Prof Carolina Argemi Vazquez CIEP,R Cel Sabino de Araujo 1619,5532315845,97590000,4316402
19,43136036,Santa Margarida do Sul,"-30,30493331","-54,08416142",13603,Esc Est Ens Med,Marechal Hermes,Etr Santa Margarida Sn,(55) 99624-4009,97335000,4316972
19,43124950,Santana do Livramento,"-30,89458016","-55,5266905",12495,Inst Est Educ,Prof Liberato Salzano V da Cunha,R General Camara 2411,(55) 3244-5636,97574290,4317103
19,43124968,Santana do Livramento,"-30,87817607","-55,54190554",12496,Esc Est Ens Fun,Vitellio Gazapina,Av Avenida Doutor Hector Acosta 1030,(55) 3242-1212,97573174,4317103
19,43125310,Santana do Livramento,"-30,75796116","-55,41747765",12531,Esc Est Ens Fun,Cláudio Moreira,Etr Area Rural 14487,,97584899,4317103
19,43125336,Santana do Livramento,"-31,13395291","-55,2429142",12533,Esc Est Ens Fun,Juracy Pinheiro Ribeiro,Etr do Upamaroti Snro,,97585000,4317103
19,43125352,Santana do Livramento,"-29,63","-53,35",12535,Esc Est Ens Fun,Prof Pedro Comas,Vl Pampeiro Snro Casa,(55) 98448-8973,97585000,4317103
19,43125360,Santana do Livramento,"-30,80783067","-55,37678653",12536,Esc Est Ens Fun,Rodolfo Costa,Vl Area Rural Snro,,97584899,4317103
19,43125395,Santana do Livramento,"-30,88422929","-55,51471735",12539,Esc Est Ens Fun,Celina Vares Albornoz,Av General Daltro Filho 1960,5532431839,97574804,4317103
19,43125409,Santana do Livramento,"-30,89157713","-55,49106032",12540,Esc Est Ens Med,Cyrino Luiz de Azevedo,Av Francisco Reverbel de Araujo G 4193 Predio,5532431280,97575554,4317103
19,43125417,Santana do Livramento,"-30,88060329","-55,54799548",12541,Esc Est Ens Fun,Dr Elbio Silveira Gonçalves,Av Avenida Doutor Hector Acosta 397,5532421711,97573136,4317103
19,43125425,Santana do Livramento,"-30,86356395","-55,54302067",12542,Esc Est Ens Med,Dr Hector Acosta,R Marechal Curado 373 Prédio,5532414848,97571540,4317103
19,43125433,Santana do Livramento,"-30,87035233","-55,50299184",12543,Esc Est Ens Med,Dr Silvio Ribeiro,Av D Pedro Ii 2185 Prédio,(55) 3243-1050,97577018,4317103
19,43125441,Santana do Livramento,"-30,88393448","-55,54380433",12544,Esc Est Ens Med,Júlio de Castilhos,R General Camara 509,(55) 3241-1833,97573181,4317103
19,43125450,Santana do Livramento,"-31,00328516","-55,42728871",12545,Esc Est Ens Fun,Maurício Cardoso,Pça Getúlio Vargas Snro,(55) 3242-4469,97577440,4317103
19,43125468,Santana do Livramento,"-30,89346957","-55,51862597",12546,Esc Est Ens Fun,Moyses Vianna,Av Avenida Francisco Reverbel de 164,5532431002,97576404,4317103
19,43125476,Santana do Livramento,"-30,87545503","-55,54096609",12547,Esc Est Ens Fun,Olavo Bilac,Av Avenida Almirante Saldanha da 1180,5532422002,97572133,4317103
19,43125484,Santana do Livramento,"-30,87279582","-55,4803664",12548,Esc Est Ens Fun,Pinto da Rocha,R Rua Manoel Prates Garcia 2240,5532431221,97578116,4317103
19,43125492,Santana do Livramento,"-30,89589143","-55,52984443",12549,Esc Est Ens Med,Prof Chaves,R Rua Almirante Barroso 1337,(55) 3244-2044,97574224,4317103
19,43125506,Santana do Livramento,"-30,88968041","-55,5310568",12550,Esc Est Ens Fun,Rivadavia Correa,R Rua dos Andradas 797,5532422080,97573603,4317103
19,43125549,Santana do Livramento,"-29,63","-53,35",12554,Col Estadual,Alceu Wamosy,R Duque de Caxias 1454,5532422292,97573638,4317103
19,43125700,Santana do Livramento,"-30,88872802","-55,53800225",12570,Esc Est Ed Bas,General Neto,R Senador Salgado Filho 604 Casa,5532423025,97573432,4317103
19,43125786,Santana do Livramento,"-31,0084","-55,254341",12578,Esc Est Ens Fun,de Coxilha de Santo Ignacio,Etr Area Rural 01,(55) 9912-8705,97584899,4317103
19,43125808,Santana do Livramento,"-30,87081001","-55,52048099",12580,Esc Est Ens Med,General José Antônio Flores da Cunha,R Rua Zeca Vieira 110,(55) 3243-5002,97572562,4317103
19,43125832,Santana do Livramento,"-30,89483334","-55,50229245",12583,Esc Est Ens Med,Nossa Senhora do Livramento,Av Avenida Francisco Reverbel de 2107,(55) 3243-1376,97575163,4317103
19,43173136,Santana do Livramento,"-30,88178909","-55,5194492",17313,Inst Est Educ,Dr Carlos Vidal de Oliveira,R Cabo Charao 2315,(55) 3243-1213,97574788,4317103
19,43298125,Santana do Livramento,"-30,96783972","-55,31183545",18954,Esc Est Ens Med,Antônio Conselheiro,Etr Area Rural Sn,,97584899,4317103
19,43135994,São Gabriel,"-30,33653862","-54,32236966",13599,Inst Est Educ,Menna Barreto,R Rua Barao de Cambay 695,5532327439,97300064,4318309
19,43136028,São Gabriel,"-30,56386841","-54,44960207",13602,Esc Est Ens Fun,Ataliba Rodrigues das Chagas,Etr Cerro do Batovi Sn,,97315899,4318309
19,43136052,São Gabriel,"-30,24985171","-54,38346175",13605,Esc Est Ens Fun,Antônio José de Assis Brasil,R Est. do Tiaraju Sn,(55) 99603-5562,97327000,4318309
19,43136109,São Gabriel,"-30,35784767","-54,3315807",13610,Esc Est Ens Fun,Dr Pery da Cunha Gonçalves,R Marister Capiotti Sn,5532326866,97304470,4318309
19,43136125,São Gabriel,"-30,34000651","-54,32615312",13612,Esc Est Ed Bas,Dr Celestino Lopes Cavalheiro,R Rua Mauricio Cardoso 574,(55) 3232-3314,97300118,4318309
19,43136133,São Gabriel,"-30,33835337","-54,31449473",13613,Esc Est Ens Med,Dr Fernando Abbott,R Rua Mascarenhas de Moraes Sn,(55) 3232-5297,97300370,4318309
19,43136141,São Gabriel,"-30,33075004","-54,33584497",13614,Esc Est Ens Med,Dr José Sampaio Marques Luz,R Rua Lavras do Sul 476,(55) 3232-7379,97310806,4318309
19,43136150,São Gabriel,"-30,34495766","-54,2836221",13615,Esc Est Ens Fun,Dr Camilo de Freitas Mercio,Est Fepagro 000 Fepagro,(55) 3232-7560,97301240,4318309
19,43136230,São Gabriel,"-30,33890678","-54,31943834",13623,Esc Est Ens Med,XV de Novembro,R Duque de Caxias 248,5532326046,97300226,4318309
19,43136257,São Gabriel,"-30,33397232","-54,33050394",13625,Esc Est Ens Med,João Pedro Nunes,Av Francisco Chagas 2491,5532321289,97310762,4318309
19,43136370,São Gabriel,"-30,34368922","-54,32781756",13637,Esc Est Ens Fun,Professora Sueni Goulart Santos,R Professor Henrique Hostin 598,(55) 3232-0009,97300146,4318309
19,43361315,São Gabriel,"-30,34859067","-54,32058175",21307,Colégio,Tiradentes São Gabriel,Av Avenida das Acacias 121 Casa,(55) 3232-5985,97304166,4318309
20,43013333,Alpestre,"-27,18439489","-53,11752588",1333,Esc Est Ens Fun,Carlos Becker,Vl Barra Grande Snro Bloco,(55) 99996-7552,98480000,4300505
20,43013341,Alpestre,"-27,18804453","-53,14794915",1334,Esc Est Ens Fun,Carlos Noetzold,Vl Farinhas Snro,(55) 99930-7606,98480000,4300505
20,43013350,Alpestre,"-27,12350416","-53,05109611",1335,Esc Est Ens Fun,Vitório Perotto,Vl Distrito Volta Grande Snro,(54) 9943-7826,98480000,4300505
20,43013368,Alpestre,"-27,25654426","-53,11312303",1336,Esc Est Ens Fun,Tomé de Souza,Vl Sertaozinho Snro,(55) 99684-7496,98485000,4300505
20,43013473,Alpestre,"-27,25197595","-53,03483887",1347,Esc Est Ed Bas,Cristo Redentor,R Dr Alvaro Leitao 468 Bloco,(55) 3796-1230,98480000,4300505
20,43104495,Ametista do Sul,"-27,36096975","-53,18228262",10449,Esc Est Ens Med,São Gabriel,Av Brasil 319,(55) 3752-1430,98465000,4300646
20,43095615,Boa Vista das Missões,"-27,6596283","-53,31582762",9561,Esc Est Ens Med,Lucila Nogueira,R Rui Barbosa 219,5537471006,98335000,4302154
20,43030955,Caiçara,"-27,19308174","-53,56722906",3095,Esc Est Ens Fun,Silvino Guerreiro do Amaral,Av Rio Branco Snro,5537385016,98445000,4303400
20,43030980,Caiçara,"-27,27787415","-53,43220666",3098,Esc Est Ens Fun,Caicara,R Colombia 300,5537381166,98440000,4303400
20,43030998,Caiçara,"-27,27308831","-53,43912542",3099,Esc Est Ens Med,20 de Setembro,R Chile 479,5537381234,98440000,4303400
20,43044360,Cerro Grande,"-27,60820928","-53,16604972",4436,Col Estadual,Dr Dorvalino Lúciano de Souza,Av Vinte de Dezembro 539,5537561133,98340000,4305157
20,43115942,Cristal do Sul,"-27,45639171","-53,25153306",11594,Esc Est Ens Med,Mathias Balduíno Huppes,R Serafim Dapper 426 Bloco,5536162198,98368000,4306072
20,43058663,Dois Irmãos das Missões,"-27,65547225","-53,52416385",5866,Esc Est Ens Med,Bento Gonçalves,R das Chacaras Sn,5537511032,98385000,4306429
20,43058612,Erval Seco,"-27,54197219","-53,45877863",5861,Esc Est Ens Fun,Júlio de Castilhos,Lin Bom Jesus S/nro,(55) 99954-5005,98390000,4307302
20,43058620,Erval Seco,"-27,57696173","-53,53772376",5862,Esc Est Ens Fun,Cel Finzito,R Ve Alfredo Willi Preisler Snro,5537484010,98390000,4307302
20,43058647,Erval Seco,"-27,546842","-53,49756",5864,Esc Est Ens Fun,Balbino Pereira dos Santos,Vl Arco Iris Snro,5537481527,98393000,4307302
20,43058655,Erval Seco,"-27,55014887","-53,50866403",5865,Esc Est Ens Med,Olivia de Paula Falcao,R Reinoldo Sturzbecher 172,5537481333,98390000,4307302
20,43211879,Erval Seco,"-27,448718","-53,609685",20556,Esc Est Ind EM,Sepé Tiaraju,R Linha Gengibre S/n Area Ind,(55) 99969-7925,98390000,4307302
20,43064418,Frederico Westphalen,"-29,63","-53,35",6441,Esc Est Ens Fun,Waldemar Sampaio Barros,Vl Distrito de Osvaldo Cruz S Interior,5537446360,98403000,4308508
20,43064434,Frederico Westphalen,"-27,35919325","-53,41022372",6443,Esc Est Técnica,José Canellas,R Assis Brasil 1000,(55) 3744-1980,98400000,4308508
20,43064825,Frederico Westphalen,"-27,3504596","-53,27629035",6482,Esc Est Ens Fun,Monsenhor Vitor Batistella,Vl Frederico Westphalen/ Rs - M Snro Escola,(55) 3744-6503,98405000,4308508
20,43064833,Frederico Westphalen,"-27,35354714","-53,40274161",6483,Esc Est Ens Fun,Castelo Branco,Lin Sao Joao do Porto Sn,(55) 99990-9219,98400000,4308508
20,43064841,Frederico Westphalen,"-27,35635787","-53,39429517",6484,Esc Est Ens Fun,Natalia Gadonski,Vl Carmo S/nro Ramal 310,(55) 99711-7021,98400000,4308508
20,43064868,Frederico Westphalen,"-27,36011913","-53,40157676",6486,Esc Est Ens Fun,Afonso Pena,R Primeiro de Maio 377,5537443533,98400000,4308508
20,43064876,Frederico Westphalen,"-27,35402866","-53,39376558",6487,Esc Est Ed Bas,Sepé Tiaraju,R do Comercio 228,5537441438,98400000,4308508
20,43064892,Frederico Westphalen,"-27,35470847","-53,40062724",6489,Esc Est Ens Med,Cardeal Roncalli,R Sete de Setembro 137,5537441164,98400000,4308508
20,43064906,Frederico Westphalen,"-27,3537143","-53,38814438",6490,Esc Est Ens Fun,Santo Inácio,R Venceslau Bras 15,5537443844,98400000,4308508
20,43064957,Frederico Westphalen,"-27,35092359","-53,4020329",6495,Esc Est Ens Fun,Nossa Senhora Fátima,R Vicente Dutra 215,5537444927,98400000,4308508
20,43064981,Frederico Westphalen,"-27,36425925","-53,3892826",6498,Esc Est Ens Fun,Conselheiro Edgar M de Mattos,R Artur Ambros Sn,5537443878,98400000,4308508
