CRE,Cod. INEP,Município,Latitude,Longitude,Idt. Estab,Designação,Denominação,Endereço,Fone,CEP,Cod.Munic.IBGE (7)
4,43043879,Caxias do Sul,"-29,12082741","-51,13360188",4387,Esc Est Ens Med,Victorio Webber,R Rua Travessao Leopoldina 1132,5432386466,95059010,4305108
4,43043933,Caxias do Sul,"-29,11673893","-51,12048799",4393,Esc Est Ens Med,Dr Assis Antônio Mariani,Av Armando Canali 750,5432292522,95059000,4305108
4,43169295,Caxias do Sul,"-29,1671549","-51,18270972",16929,Neeja,Caxias do Sul,R Garibaldi 660,5432211383,95080190,4305108
4,43174388,Caxias do Sul,"-29,16249273","-51,1813686",17438,Esc Est Espec,João Prataviera,R Visconde de Pelotas 2156 Predio,5432235307,95020183,4305108
4,43181759,Caxias do Sul,"-29,16043315","-51,22516125",18175,Esc Est Ens Med,Paulo Freire,R Rua Luiz Covolan 3300,(54) 98423-2396,95034230,4305108
4,43185673,Caxias do Sul,"-29,14471808","-51,17713393",18567,Esc Est Ens Med,Rachel Calliari Grazziotin,R Amadeo Rossi 927,(54) 3224-6434,95043040,4305108
4,43202047,Caxias do Sul,"-29,16973914","-51,15549618",18926,Esc Est Espec,de Ensino Médio Helen Keller,R Rua Irmao Robertao 31,5432125311,95070610,4305108
4,43362214,Caxias do Sul,"-29,12476032","-51,01880679",18985,Esc Est Ens Med,Antônio Avelino Boff,Rod Rs 829 4900,5432671227,95125000,4305108
4,43008330,Caxias do Sul,"-29,1891548","-51,24070876",20567,Esc Est Ens Med,Professora Ivonne Lúcia Triches dos Reis,R Isidoro Dias Lopes 736 L Mondrean,(54) 3202-5105,95110314,4305108
4,43000240,Caxias do Sul,"-29,12020221","-51,18654544",20572,Esc Est Ens Med,Professor Clauri Alves Flores,R das Andorinhas 1922,(54) 3217-0077,95047030,4305108
4,43000037,Caxias do Sul,"-29,16127101","-51,15723332",21309,Neeja,Novo Horizonte,Rod Rodovia Br-116 S/n,(54) 3290-4306,95054780,4305108
4,43061613,Farroupilha,"-29,16735798","-51,38282061",6161,Esc Est Ens Fun,Izabel Venzon,Etr Agencia Comunitaria Sao Marcos Sn,(54) 3261-9141,95175980,4307906
4,43061664,Farroupilha,"-29,21548806","-51,35039069",6166,Esc Est Ens Fun,Carlos Fetter,Rod Rodovia Rsc-453 2050,(54) 3261-5201,95174000,4307906
4,43061672,Farroupilha,"-29,23679273","-51,33879384",6167,Esc Est Ens Fun,José Fanton,R Rua Raineri Petrini 257 Predio,5432612915,95181060,4307906
4,43061680,Farroupilha,"-29,13374958","-51,37262637",6168,Esc Est Ens Med,Júlio Mangoni,Vl Jansen Estr Julio de Castilhos Sn,5432603090,95181899,4307906
4,43061737,Farroupilha,"-29,2","-51,3",6173,Col Estadual,Farroupilha,R Rua Thomas Edison 91,5432612681,95170472,4307906
4,43061753,Farroupilha,"-29,23125873","-51,33432726",6175,Esc Est Ens Med,São Pio X,R Rua Camilo Brasileiro 1540 Predio,(54) 3261-3691,95170086,4307906
4,43061761,Farroupilha,"-29,27090443","-51,38144964",6176,Esc Est Ens Fun,Vivian Maggioni,R Rua Alexandre Bartelle Sn,5432682666,95180408,4307906
4,43061770,Farroupilha,"-29,21899911","-51,34183107",6177,Esc Est Ens Fun,Padre Rui Lorenzi,R Pedro Padovan Sn,5432681645,95176010,4307906
4,43061796,Farroupilha,"-29,20961343","-51,35186423",6179,Col Estadual,São Tiago,Rod Rodovia dos Romeiros 658,5432611339,95174350,4307906
4,43205550,Farroupilha,"-29,22950194","-51,33871788",18932,Col Estadual,Olga Ramos Brentano,R Rua Jacomina Veronese 76,5432616499,95181174,4307906
4,43002625,Farroupilha,"-29,20060202","-51,32874199",21333,E E Ind Ens Fun,Nivo,Ald Area Rural S Num,(54) 99691-5420,95181899,4307906
4,43062997,Flores da Cunha,"-29,02055321","-51,19308114",6299,Esc Est Ens Fun,Horacio Borghetti,Trv Garibaldi Km 92 Sn,(54) 3292-3911,95270000,4308201
4,43063047,Flores da Cunha,"-29,02573183","-51,14860425",6304,Esc Est Ens Fun,Antônio Soldatelli,Etr Antonio Soldatelli S/n Casa,5432973077,95270000,4308201
4,43063071,Flores da Cunha,"-29,08561736","-51,19172562",6307,Esc Est Ens Fun,Prof Pedro Cecconello,R de Maio 358,(54) 3292-7090,95270000,4308201
4,43063136,Flores da Cunha,"-29,03152638","-51,18267752",6313,Esc Est Ens Med,Frei Caneca,R Professora Maria Dal Conte 2420,(54) 3292-3134,95270000,4308201
4,43063152,Flores da Cunha,"-29,02597135","-51,1837214",6315,Esc Est Ens Fun,Professor Targa,R Raimundo Montanari 1110,5432923630,95270000,4308201
4,43063160,Flores da Cunha,"-29,03095401","-51,18830496",6316,Esc Est Ens Med,São Rafael,R Maria Dal Conte 2909,(54) 3292-1890,95270000,4308201
4,43068553,Gramado,"-29,32444927","-50,93722286",6855,Esc Est Ens Fun,João Benetti Sobrinho,Etr Linha Nova Sn,(54) 99946-2821,95670000,4309100
4,43068561,Gramado,"-29,4551956","-50,89974046",6856,Esc Est Ens Fun,Nossa Senhora da Pompeia,Etr Serra Grande Sn,(54) 3295-3081,95670000,4309100
4,43068588,Gramado,"-29,37416705","-50,88565377",6858,Esc Est Ens Med,Boaventura Ramos Pacheco,R Augusto Bordin 721,5432863183,95670000,4309100
4,43068596,Gramado,"-29,41893414","-50,86694933",6859,Esc Est Ens Med,Caramuru,Trv do Colégio 70,5432868155,95670000,4309100
4,43068600,Gramado,"-29,37588945","-50,86375231",6860,Esc Est Ens Fun,David Canabarro,R Primavera 1031,5432866138,95670000,4309100
4,43068634,Gramado,"-29,37914925","-50,87524641",6863,Col Estadual,Santos Dumont,R Sao Pedro 301,5432861002,95670000,4309100
4,43080189,Jaquirana,"-28,88477554","-50,36100941",8018,Esc Est Ens Med,Professora Deotilia Cardoso Lopes,R Sao Jose 2646 Predio,5432531156,95420000,4311122
4,43063144,Nova Pádua,"-29,02965001","-51,30569994",6314,Esc Est Ens Med,Luiz Gelain,Av dos Imigrantes 1165 Prédio,5432961133,95275000,4313086
4,43091792,Nova Petropolis,"-29,37253314","-51,1448691",9179,Esc Est Ens Med,1 de Maio,R Leopoldo Zummach 100,(54) 3281-6300,95150000,4313201
4,43091806,Nova Petropolis,"-29,36372829","-51,08932131",9180,Esc Est Ens Fun,Pia,Rod Rs 235 Km 4 4005,5432819129,95150000,4313201
4,43091822,Nova Petropolis,"-29,41958889","-51,04021937",9182,Esc Est Ens Fun,São José,R São José Sn,(54) 3298-5196,95150000,4313201
4,43091857,Nova Petropolis,"-29,35962746","-51,0495361",9185,Esc Est Ens Fun,Padre Amstad,R Antonio Schoeler 2036,5432981244,95150000,4313201
4,43091865,Nova Petropolis,"-29,37471297","-51,11295191",9186,Col Estadual,Padre Werner,R Frederico Michaelsen 465,5432811256,95150000,4313201
4,43092420,Nova Roma do Sul,"-28,98929468","-51,41187245",9242,Col Estadual,Nova Roma,R Virginio Panozzo 230,5432941322,95260000,4313359
4,43091784,Picada Café,"-29,46751843","-51,15261532",9178,Esc Est Ens Med,Décio Martins Costa,Rod Rod. Presidente Getúlio Vargas 5029,(54) 3285-1220,95166000,4314423
4,43135021,São Francisco de Paula,"-29,31630297","-50,68278971",13502,Esc Est Ens Fun,Cristino Ramos,Av A S/n,(54) 99607-2954,95400000,4318200
4,43135056,São Francisco de Paula,"-29,09795562","-50,62447804",13505,Esc Est Ens Med,Lajeado Grande,Etr Rs 476 - Km 1 Sn Interior,(54) 3244-7036,95400000,4318200
4,43135072,São Francisco de Paula,"-29,27652783","-50,31343812",13507,Esc Est Ens Fun,Olimpio Soares Pinto,R Tainhas 374,5438811042,95400000,4318200
4,43135099,São Francisco de Paula,"-28,85070947","-50,63627607",13509,Esc Est Ens Fun,José Silva Lima,Vl Pedra Lisa Sn Predio,5499429315,95418000,4318200
4,43135102,São Francisco de Paula,"-29,45231249","-50,60139518",13510,Esc Est Ens Fun,Professor Sebastião Amoretti,Rod Rodovia Rs 020 Recosta Sn,(51) 99703-7121,95400000,4318200
4,43135145,São Francisco de Paula,"-29,44416175","-50,57401791",13514,Esc Est Ens Fun,Monsenhor Armando Teixeira,R Curupaiti 800 Predio,(54) 3244-1626,95400000,4318200
4,43135153,São Francisco de Paula,"-29,44769261","-50,57432645",13515,Esc Est Ens Fun,Orestes Leite,R Conselho Comunitario 79,5432441604,95400000,4318200
4,43135161,São Francisco de Paula,"-28,9303112","-50,65348215",13516,Esc Est Ens Fun,Padre Ritter,R Andrade Pinto 234,5432448048,95400000,4318200
4,43135170,São Francisco de Paula,"-29,44772613","-50,59209662",13517,Esc Est Ens Fun,Professor Adelino Souza,R Adelino Souza 20,(54) 3244-1789,95400000,4318200
4,43135188,São Francisco de Paula,"-29,44500187","-50,58218398",13518,Esc Est Ens Fun,Antônio Francisco da Costa Lisboa,R Frederico Tedesco 496,5432441088,95400000,4318200
4,43135307,São Francisco de Paula,"-29,44550412","-50,58417985",13530,Col Estadual,José de Alencar,R Assis Brasil 842,5432441290,95400000,4318200
4,43141846,São Marcos,"-28,97554501","-51,06057819",14184,Esc Est Ens Fun,Monteiro Lobato,R Mariana Meloto 550,5432912661,95190000,4319000
4,43141854,São Marcos,"-29,01990519","-51,07742446",14185,Esc Est Ens Fun,Giacomo Sandri,R Rio Branco 361,5432801014,95190000,4319000
4,43141862,São Marcos,"-28,9691812","-51,06111933",14186,Esc Est Ens Med,Maranhao,R Luis Cioatto 165,5432911599,95190000,4319000
4,43141870,São Marcos,"-28,96957585","-51,07313611",14187,Esc Est Ens Fun,Orestes Manfro,R Nilo Soldatelli 59,5432911591,95190000,4319000
4,43141897,São Marcos,"-28,92245767","-51,06625557",14189,Col Estadual,São Marcos,R Dr Raymundo Pessini 854,(54) 3291-1483,95190000,4319000
5,43014119,Amaral Ferrador,"-30,87620932","-52,25398601",1411,Esc Est Ens Med,José do Patrocínio,R Simao Barbosa 579,(51) 3670-1155,96635000,4300638
5,43014186,Amaral Ferrador,"-30,7095761","-52,4237358",1418,Esc Est Ens Fun,Pompilio Xavier dos Santos,Est Foles Sn,,96635000,4300638
5,43211682,Arroio do Padre,"-31,44387727","-52,42212591",18934,Esc Est Ens Med,Arroio do Padre,Av Dezessete de Abril 129 A,5332811567,96155000,4301073
5,43017355,Arroio Grande,"-32,06469092","-53,18507281",1735,Esc Est Ens Fun,Candida Silveira Haubmann,Est Arroio Grande Herval A Galvao Sn Eee,(53) 98465-7879,96340000,4301305
5,43017380,Arroio Grande,"-32,24704701","-53,09437707",1738,Esc Est Ens Fun,Atanagildo Domingues,Etr Estrada da Figueirinha Sn Zona Rural,(53) 98414-7759,96330000,4301305
5,43017398,Arroio Grande,"-32,24010301","-53,07679943",1739,Esc Est Ens Fun,Dr Dionisio de Magalhães,R Dr Dionisio de Magalhaes 1116,5332622090,96330000,4301305
5,43017401,Arroio Grande,"-32,2444643","-53,07508126",1740,Esc Est Ens Fun,Maria da Silva Soares,R Anibal Ribeiro 501,5332621265,96330000,4301305
5,43017410,Arroio Grande,"-32,23194894","-53,07968748",1741,Esc Est Ens Fun,Ministro Francisco Brochado da Rocha,R Gomercindo Saraiva 941,(53) 3262-1668,96330000,4301305
5,43017428,Arroio Grande,"-32,11709041","-52,59768714",1742,Esc Est Ens Fun,Santa Isabel,R Duque de Caxias 29,(53) 98421-2818,96330000,4301305
5,43017436,Arroio Grande,"-32,23593369","-53,08102229",1743,Esc Est Ens Med,Vinte de Setembro,R Rui Barbosa 651,5332621298,96330000,4301305
5,43017517,Arroio Grande,"-32,23213612","-53,08552933",1751,Inst Est Educ,Aimone Soares Carriconde,R Leonel Fagundes 63,(53) 3262-1198,96330000,4301305
5,43037232,Canguçu,"-31,26548913","-52,52962976",3723,Esc Est Ens Med,Alberto Wienke,Etr Col Herval Sn,(53) 98461-2545,96600000,4304507
5,43037240,Canguçu,"-31,34012345","-52,84603588",3724,Esc Est Ens Fun,Barão de Santa Tecla,Est 1 Distrito - Boa Vista Sn Zona Rural,(53) 98423-9504,96600000,4304507
5,43037259,Canguçu,"-31,44196515","-52,64728754",3725,Esc Est Ens Fun,Bruno Blaas,Est Rod Br 392 Km 112 S/n,(53) 98427-7227,96600000,4304507
5,43037267,Canguçu,"-31,10696898","-52,81448293",3726,Esc Est Ens Fun,Feliciano Barcellos Nunes,Etr Coxilha do Fogo Sn,(53) 99959-8923,96600000,4304507
5,43037275,Canguçu,"-31,23598237","-52,57255584",3727,Esc Est Ens Med,Dr Carlos Mesko,Etr Colon Iguatemi Sn Predio,(53) 98424-2317,96600000,4304507
5,43037291,Canguçu,"-31,13250995","-52,40678743",3729,Esc Est Ens Med,Professor José Veridiano Ferreira,Est Col Palma Sn,(53) 98405-8093,96600000,4304507
5,43037348,Canguçu,"-30,96620564","-52,36262485",3734,Esc Est Ens Fun,Orestes Paiva Coutinho,Est Armada S/n,(51) 99653-3613,96600000,4304507
5,43037364,Canguçu,"-31,15786536","-52,76432253",3736,Esc Est Ens Med,Senador Alberto Pasqualini,Etr Boa Vista do Faxinal Sn,(53) 98452-4382,96600000,4304507
5,43037380,Canguçu,"-31,17327638","-52,53690675",3738,Esc Est Ens Fun,Zótico Soares da Silva,Etr Iguatemi - 2° Distrito S/n Escola,(53) 99948-0173,96600000,4304507
5,43037399,Canguçu,"-31,39445121","-52,67377147",3739,Esc Técnica Est,Cangucu,R Silveira Martins 351,(53) 3252-1312,96600000,4304507
5,43037402,Canguçu,"-31,39898644","-52,67728",3740,Esc Est Ens Fun,Irmãos Andradas,R Coronel Genes Bento 458,(53) 3252-1560,96600000,4304507
5,43037410,Canguçu,"-31,46672975","-52,67679989",3741,Esc Est Ens Fun,Professora Maria Moraes Medeiros,Est Coxilha dos Campos Sn,(53) 98465-7958,96600000,4304507
5,43037429,Canguçu,"-31,39461124","-52,67314672",3742,Esc Est Ens Med,João de Deus Nunes,R Firmina Moreira 07,5332521154,96600000,4304507
5,43037640,Canguçu,"-31,38517571","-52,68415935",3764,Esc Est Ens Fun,Neusa Paes do Amaral,R Conrado Ernani Bento 228,(53) 3252-2444,96600000,4304507
5,43200613,Canguçu,"-30,98939681","-52,62160992",18948,Esc Est Ens Fun,Oziel Alves Pereira,Est Pantanoso Sn,,96600000,4304507
5,43005098,Canguçu,"-31,43872371","-52,68275857",21964,Esc Est Ens Med,João Simões Lopes Neto,Etr Trapeira 4 Distrito S/n -,(53) 98465-7834,96600000,4304507
5,43039073,Capão do Leão,"-31,76628348","-52,50170981",3907,Esc Est Ens Fun,Dr Dario da Silva Tavares,Av Narciso Silva 1957,(53) 3275-1775,96160000,4304663
5,43039103,Capão do Leão,"-31,74819846","-52,47161139",3910,Esc Est Ens Fun,Dona Gabriela Gastal,R Alexandre Gastaud 968,5332741571,96160000,4304663
5,43039111,Capão do Leão,"-31,75246709","-52,43042742",3911,Esc Est Ens Fun,Laura Alves Caldeira,R Diario Popular 288,5332755026,96160000,4304663
5,43039146,Capão do Leão,"-31,76565941","-52,4973388",3914,Esc Est Ens Med,Presidente Castelo Branco,R Eduardo Olindo Sicca 2515 ,5332752100,96160000,4304663
5,43012388,Capão do Leão,"-31,76064802","-52,43805885",19033,Esc Est Ens Med,Jardim América,Av Tres de Maio 3100,5332755106,96160000,4304663
5,43099866,Cerrito,"-31,84192394","-52,8011781",9986,Inst Est Educ,José Bernabe de Souza,R Jose Bernabe de Souza 298,(53) 3254-1336,96395000,4305124
5,43184936,Cerrito,"-31,68926978","-52,83131339",18493,Esc Est Ens Med,Dr Adão Orlando Alves,Vl Freire 1,,96395000,4305124
5,43049389,Cristal,"-30,99424226","-52,05145951",4938,Col Estadual,Bento Gonçalves da Silva,R Quadra Dr Jose Aparecido V D 90,5136781574,96195000,4306056
5,43171370,Cristal,"-30,99630795","-52,04519313",17137,Esc Est Ens Fun,Darcy Peixoto da Silveira CIEP,R Lajeado 786,(51) 3678-1255,96195000,4306056
5,43098789,Cristal,"-29,63","-53,35",24675,E E Ind Ens Fun,Tavai,Rod Br 116 Km 423 Sul S/n Parque Bg,(53) 98438-8736,96195000,4306056
5,43057624,Herval,"-32,02978027","-53,39402805",5762,Esc Est Ens Med,Corintho Avila Escobar,Vl Rua Pedro Osorio 130,(53) 98483-8013,96310000,4307104
5,43057730,Herval,"-32,02904088","-53,39415908",5773,Inst Est Educ,São João Batista,Av Osvaldo Aranha 241,(53) 3267-1725,96310000,4307104
5,43079040,Jaguarão,"-32,56597773","-53,37572074",7904,Col Estadual,Carlos Alberto Ribas,R Joaquim Caetano 33,5332611082,96300000,4311007
5,43079059,Jaguarão,"-32,53674223","-53,37087929",7905,Inst Est Educ,Espírito Santo,R Duque de Caxias 1721,(53) 3261-1668,96300000,4311007
5,43079180,Jaguarão,"-32,34518593","-53,41300881",7918,Esc Est Ens Fun,Maria Quiteria,Est Quilombinho Sn,(53) 98423-9340,96300000,4311007
5,43079237,Jaguarão,"-32,56011293","-53,37593056",7923,Esc Est Ens Fun,Dr Alcides Marques,R Gal Camara 970,5332613050,96300000,4311007
5,43079245,Jaguarão,"-32,551219","-53,38726575",7924,Esc Est Ens Fun,Dr Manoel Amaro Júnior,Av de Janeiro 2300,5332612233,96300000,4311007
5,43079253,Jaguarão,"-32,56075213","-53,38045076",7925,Esc Est Ens Fun,Joaquim Caetano da Silva,Av 27 de Janeiro 993,5332618419,96300000,4311007
5,43079261,Jaguarão,"-32,56615263","-53,37105293",7926,Esc Est Ens Fun,Pio XII,R Augusto Leivas 159,5332611545,96300000,4311007
5,43079350,Jaguarão,"-32,55570673","-53,37931684",7935,Esc Est Ens Med,Hermes Pintos Affonso,R da Paz 1478,5332611410,96300000,4311007
5,43088074,Morro Redondo,"-31,58849744","-52,63244873",8807,Col Estadual,Nosso Senhor do Bonfim,R dos Pinus Sn,5332241122,96150000,4312450
5,43206654,Pedras Altas,"-31,81222902","-53,59130859",19032,Esc Est Ens Med,Leonel de Moura Brizola,R Capistrano de Abreu 89,(53) 98476-1668,96487000,4314175
5,43099815,Pedro Osório,"-31,86657556","-52,81627715",9981,Esc Est Ens Fun,Dr Pedro Brizolara de Souza,Av Mimosa Rodrigues 36,(53) 3255-1355,96360000,4314209
5,43099823,Pedro Osório,"-31,86505094","-52,82451499",9982,Col Estadual,Getúlio Vargas,R Julio de Castilhos 74,5332551168,96360000,4314209
5,43100066,Pelotas,"-31,76866146","-52,33960864",10006,E.E.E. Profis.,João XxIII,R Sete de Setembro 201,5332226966,96015300,4314407
5,43100074,Pelotas,"-31,76846887","-52,33241513",10007,Col Estadual,Dom João Braga,R Bento Martins 1656,5332254269,96010430,4314407
5,43100082,Pelotas,"-31,76446731","-52,33716466",10008,Esc Est Ens Med,Monsenhor Queiroz,R Dr Miguel Barcelos 563,5332226655,96015150,4314407
5,43100090,Pelotas,"-31,77020106","-52,34445664",10009,Esc Est Ens Med,Nossa Senhora de Lourdes,R General Osorio 559,5332254870,96020000,4314407
5,43101100,Pelotas,"-31,74166725","-52,33782291",10110,Esc Est Ens Med,Santa Rita,R Zola Amaro 168,5332230271,96055830,4314407
5,43101259,Pelotas,"-31,69449429","-52,29386324",10125,Esc Est Ens Fun,Rachel Mello,Av Avenida Engenheiro Ildefonso S 4670 Sanga Fund,5332744219,96060290,4314407
5,43101283,Pelotas,"-31,71545818","-52,34221503",10128,Esc Est Ens Fun,Adolfo Fetter,Av Fernando Osorio 4078,5332735705,96065040,4314407
5,43101321,Pelotas,"-31,71264297","-52,3545355",10132,Esc Est Ens Fun,Dr Procopio Duval Gomes de Freitas,R Placido de Castro 634,5332738111,96065710,4314407
5,43101348,Pelotas,"-31,76522157","-52,34185651",10134,Esc Est Ens Med,Coronel Pedro Osório,R General Osorio 818,5332224103,96020000,4314407
5,43101356,Pelotas,"-31,44487259","-52,31300265",10135,Esc Est Ens Fun,Dirceu Moreira,Etr Colonia Santa Silvana Sn,(53) 98411-7493,96110000,4314407
5,43101364,Pelotas,"-31,75742556","-52,34405569",10136,Esc Est Ens Fun,Dom Joaquim Ferreira de Mello,R General Osório 1101 Casa,(53) 3228-9148,96020000,4314407
5,43101372,Pelotas,"-31,77877424","-52,33014147",10137,Esc Est Ens Fun,Dr José Brusque Filho,R Visconde de Jaguari 150,5332787277,96010530,4314407
5,43101399,Pelotas,"-31,72645312","-52,33114595",10139,Esc Est Ens Med,Dr Antônio Leivas Leite,R Leopoldo de Souza Soares 333,5332231601,96060460,4314407
5,43101402,Pelotas,"-31,74410488","-52,3942852",10140,Esc Est Ens Fun,Dr Armando Fagundes,R Cruz Secco 239 Gotuzzo,5332716110,96045480,4314407
5,43101410,Pelotas,"-31,772421","-52,35538",10141,Esc Est Ens Med,Dr Augusto Simões Lopes,R Afonso Arinos 91,(53) 3225-4611,96025010,4314407
5,43101437,Pelotas,"-31,77660458","-52,34503258",10143,Esc Est Ens Fun,Dr Francisco Simões,R Quinze de Novembro 263,5332786044,96015000,4314407
5,43101461,Pelotas,"-31,75174044","-52,37796632",10146,Esc Est Ens Fun,Dr Ottoni Xavier,R Frontino Vieira 490,(53) 3281-3353,96040700,4314407
5,43101488,Pelotas,"-31,77981528","-52,34095529",10148,Col Estadual,Felix da Cunha,R Benjamin Constant 1459 Casa,5332786677,96010020,4314407
5,43101496,Pelotas,"-31,75696136","-52,36736303",10149,Esc Est Ens Fun,Fernando Treptow,R Ernani Fornari 221,5332211890,96040290,4314407
5,43101534,Pelotas,"-31,76824881","-52,33817339",10153,Esc Est Ens Fun,Professora Ondina Cunha,R Goncalves Chaves 712,5332222797,96015560,4314407
5,43101585,Pelotas,"-31,74977826","-52,37092849",10158,Esc Est Ens Fun,Marechal Luiz Alves de Lima e Silva,R Carlos Gotuzzo Giacoboni 1120,5332210273,96040240,4314407
5,43101615,Pelotas,"-31,62716135","-52,44010208",10161,Esc Est Ens Med,Marechal Rondon,Etr Monte Bonito 4300 9 Distrito,5332773136,96115000,4314407
5,43101623,Pelotas,"-31,76781765","-52,36124839",10162,Esc Est Ens Fun,Nossa Senhora Aparecida,R Dr Frederico Bastos 588,5332785844,96030330,4314407
5,43101640,Pelotas,"-31,76243482","-52,35163383",10164,Esc Est Ens Fun,Nossa Senhora das Gracas,R Dr Cassiano do Nascimento 714,5332275092,96015700,4314407
5,43101658,Pelotas,"-31,77899102","-52,34648583",10165,Esc Est Ens Fun,Nossa Senhora de Fátima,R Carmem Miranda 756 Cohab Frag,(53) 3271-0188,96050070,4314407
5,43101674,Pelotas,"-31,76612128","-52,33487702",10167,Esc Est Ens Fun,Nossa Senhora Medianeira,R Almirante Barroso 2442,5332223033,96010280,4314407
5,43101720,Pelotas,"-31,77334805","-52,33180434",10172,Esc Est Ens Fun,Padre Rambo,R Rua Frederico Trebbi 47,(53) 3305-1703,96075650,4314407
5,43101739,Pelotas,"-31,74752175","-52,29724819",10173,Esc Est Ens Fun,Professora Lelia Romanelli Olmos,Av Joao Gomes Nogueira 271,5332281377,96085200,4314407
5,43101755,Pelotas,"-31,62626341","-52,50851003",10175,Esc Est Ens Fun,Santa Eulalia,Etr Ponte Cordeiro de Farias Sn,5332247181,96140000,4314407
5,43101763,Pelotas,"-31,75426223","-52,34526157",10176,Esc Est Ens Fun,Santo Antônio,Av Fernando Osorio 2835,5332734860,96065115,4314407
5,43101771,Pelotas,"-31,75599869","-52,33455051",10177,Esc Est Ens Fun,São Vicente de Paulo,R Anchieta 3420,5332223348,96015420,4314407
5,43101780,Pelotas,"-31,7566464","-52,39038337",10178,Esc Est Ens Fun,Visconde de Souza Soares,R Jornalista Waldemar Coufal 191,5332214875,96030050,4314407
5,43101801,Pelotas,"-31,7531766","-52,30776479",10180,Esc Est Ens Med,Áreal,Av Jose Domingos de Almeida 2684,5332282594,96085470,4314407
5,43101810,Pelotas,"-31,71842218","-52,35037744",10181,Esc Est Ens Med,Dr Joaquim Duval,R Barao de Tramandaí 980 Py Crespo,(53) 3223-1433,96065240,4314407
5,43101836,Pelotas,"-31,75646652","-52,33404927",10183,Inst Est Educ,Assis Brasil,R Antonio dos Anjos 296,(53) 3227-9099,96020700,4314407
5,43101887,Pelotas,"-31,7487144","-52,38297193",10188,Esc Est Ens Med,Adolfo Fetter,Av Avenida Pinheiro Machado 823,5332211881,96040500,4314407
5,43101895,Pelotas,"-31,745692","-52,336096",10189,Col Estadual,Cassiano do Nascimento,Av Dom Joaquim 671,(53) 3223-0144,96020260,4314407
5,43101917,Pelotas,"-31,75528108","-52,37276735",10191,Esc Técnica Est,Professora Sylvia Mello,R Evaristo da Veiga 75,(53) 3271-5200,96040680,4314407
5,43101976,Pelotas,"-31,72121471","-52,3053073",10197,Esc Est Ens Fun,Arco Iris,R General Inocencio Queiroz 2546,5332776111,96087025,4314407
5,43102000,Pelotas,"-31,70886825","-52,34790757",10200,Esc Est Ens Fun,Dr Franklin Olive Leite,R Ernani Osmar Blaas Sn,5332737990,96065770,4314407
5,43102026,Pelotas,"-31,77085355","-52,31984337",10202,Esc Est Ens Fun,Nossa Senhora dos Navegantes,R Zumbi dos Palmares 295,5332794120,96075000,4314407
5,43102034,Pelotas,"-31,76317239","-52,34402526",10203,Esc Est Ens Fun,Professora Zilda Morrone,R Barao de Santa Tecla 587,5332257552,96010140,4314407
5,43102042,Pelotas,"-31,74423706","-52,37022715",10204,Esc Est Ens Fun,Professor Luis Carlos Correa da Silva,R Arnaldo da Silva Ferreira 100 Guabiroba,(53) 99707-1000,96040050,4314407
5,43102050,Pelotas,"-31,74218317","-52,30385114",10205,Esc Est Ens Fun,Parque do Obelisco,R Joaquim Alves da Fonseca 158,(53) 3228-2488,96085510,4314407
5,43102069,Pelotas,"-31,68428985","-52,33964749",10206,Esc Est Ens Fun,Jardim de Allah,Av Avenida Fernando Osorio 7430,(53) 98478-6884,96070861,4314407
5,43102077,Pelotas,"-31,75433521","-52,24066917",10207,Esc Est Ens Med,Dr Edmar Fetter,R Cinco 100 Col Verde,5332263898,96090572,4314407
5,43171591,Pelotas,"-31,75539346","-52,38371104",17159,Esc Est Ed Bas,Osmar da Rocha Grafulha,R Olenka Litran de Souza Soares 20,(53) 3027-1176,96040490,4314407
5,43184804,Pelotas,"-31,61752519","-52,35351565",18480,Esc Est Ens Med,Dom Antônio Zattera,Av Cristóvão José dos Santos 50,(53) 3273-4972,96060000,4314407
5,43206468,Pelotas,"-31,70867167","-52,32725557",18933,Esc Est Ens Med,Dr Amilcar Gigante,Av Zeferino Costa 2690,5332836053,96070480,4314407
5,43295304,Pelotas,"-31,50476988","-52,58710362",20554,Esc Est Ens Med,Prof Elizabeth Blaas Romano,Etr Etr Agencia Comunitaria Coloni Sn Zona Rural,5332246013,96143970,4314407
5,43012396,Pelotas,"-31,69872836","-52,15620046",20555,Esc Est Ens Med,Colonia de Pescadores Z 3,Av Raphael Brusque 63 2 Distrito,(53) 3227-0483,96130000,4314407
5,43000304,Pelotas,"-31,75700748","-52,37308288",21313,Colégio,Tiradentes Pelotas,Av Duque de Caxias 546,5332812866,96030003,4314407
5,,Pelotas,"-29,63","-53,35",26156,Esc Est Ind EF,Gyro,Etr Colônia Santa Eulália - Br 392 4882 Br 392,,96140970,4314407
5,43102654,Pinheiro Machado,"-31,57987988","-53,38562253",10265,Col Estadual,General Hipólito Ribeiro,R Florentino Bueno 417,5332481513,96470000,4314506
5,43102948,Piratini,"-31,44571097","-53,10140479",10294,Inst Est Educ,Ponche Verde,R Joao de Deus Valente 34,(53) 98419-9378,96490000,4314605
5,43102956,Piratini,"-31,73615156","-53,1101954",10295,Esc Est Ens Fun,Professor José Zeferino da Silveira,Est Assentamento Fortaleza Sn,(53) 99935-5145,96490000,4314605
5,43103790,Piratini,"-31,47618598","-53,18942416",10379,Esc Est Ens Fun,João Abílio Vaz,Etr Cerro do Sandi Sn,(53) 99975-9246,96490000,4314605
